source,title,company,description,education,experience,contract,region,skills,date,url,logo,job_type,work_mode,salary,published,modified,location,date_posted,date_ago,see_more
Emploitunisie,Chauffeur - Sfax,SADLIN TRANSPORT,"Nous recrutons un C hauffeur professionnel , présentable et respectueux.",Qualification avant bac,N/A,CDD,Sfax,Sécurité Routière,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/chauffeur-sfax-283024,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-20_000102.png?itok=R3wsfvhp,,,,,,,,,
Emploitunisie,Responsable SAV - Tunis,RESTOCONCEPT,"Nous sommes à la recherche d'un  Responsable SAV. Missions  : Assurer le bon fonctionnement du service après-vente, le suivi technique et la satisfaction client pour les équipements professionnels pour Cafés, Hôtels & Restaurants.","Qualification avant bac, Bac, Bac+1, Bac+2 & Bac+3",N/A,CDI,Tunis,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-sav-tunis-283153,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-19_210847.png?itok=-X9yrks2,,,,,,,,,
Emploitunisie,Commercial Sédentaire H/F - Tunis,RESTOCONCEPT,"Nous sommes à la recherche des Commerciaux Sédentaires H/F. Missions : Un commercial chasseur qui a pour mission de trouver de nouveaux clients. Il se concentre sur la prospection et la vente. Il cherche activement de nouvelles opportunités de vente et se donne pour objectif de décrocher de nouveaux contrats. Son objectif principal est de réaliser des ventes à court terme et d'augmenter le chiffre d'affaires de l'entreprise. ‍Il doit être une personne très motivée, qui aime relever des défis et atteindre des objectifs. Il est à l'aise avec la négociation",Bac+3,N/A,CDI,Tunis,Négociation - Prospection - Prospection Commerciale - Techniques de Vente - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/commercial-sedentaire-hf-tunis-283154,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-19_210847.png?itok=-X9yrks2,,,,,,,,,
Emploitunisie,Technicien Superieur - Ariana,CHAKHARI INGENIERIE,Nous sommes à la recherche des Techniciens Supérieurs en génie civil.,"Bac+3, Bac+4 & Bac+5 et plus",N/A,CDD,Ariana,Topographie,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-superieur-ariana-283361,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Technico Commercial – Lustres en Bois (H/F) - Tunis,GBN DECO,"Nous sommes à la recherche d'un  Technico Commercial – Lustres en Bois (H/F). Missions principales Prospecter et développer un portefeuille clients B2B Identifier les besoins techniques et proposer des solutions personnalisées Présenter les lustres en bois (fabrication, essences, finitions) et démontrer leur valeur ajoutée Coordonner les dossiers clients : élaboration de devis, suivi technique et logistique, gestion de la relation client Participer à des salons professionnels pour promouvoir l’exclusivité de la société Assurer une veille concurrentielle et technique pour adapter l’offre Remonter les informations du terrain et contribuer à la stratégie commerciale","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Tunis & International,Communication - Devis - Marketing - Menuiserie - Négociation - Stratégie Commerciale - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technico-commercial-lustres-bois-hf-tunis-283390,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-19_171525.png?itok=jEFJMlYO,,,,,,,,,
Emploitunisie,Technico Commercial Meuble Design - Ariana,STANDING HOUSE,Nous sommes à la recherche d'un  Technico Commercial Meuble Design.,Bac & Bac+1,N/A,CDI,Ariana & Tunis,Négociation - Négociation Commerciale - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technico-commercial-meuble-design-ariana-283404,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-19_172133.png?itok=ozHkgV64,,,,,,,,,
Emploitunisie,Délégué Commercial - Sfax,LABORATOIRE NATURALLABO,Nous sommes à la recherche d'un  Délégué Commercial.,Bac+3,N/A,CDI & CDD,Sfax,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/delegue-commercial-sfax-283515,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_naturallabo.jpg?itok=4kTf43Ue,,,,,,,,,
Emploitunisie,Assistante Administrative Comptable - Mornaguia,KOMETAL,Notre société cherche à recruter une Assistante Administrative Comptable  polyvalente dynamique Tâches demandés : facturation classement dossiers comptables suivi banque suivi commande clients recouvrement clients règlement fournisseurs,"Bac+3, Bac+4 & Bac+5 et plus",N/A,CDD,Manouba,Achats - Banque - Comptabilité - Facturation - Finance - Gestion - Recouvrement,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/assistante-administrative-comptable-mornaguia-283932,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-19_165912.png?itok=vkjsdldz,,,,,,,,,
Emploitunisie,Visiteur Pharmaceutique / Médical - Tunis,GROUPE M&M SANTE - MATERNA,Groupe de sociétés recrute dans le cadre du développement de ses activités 3 Visiteurs Pharmaceutiques / Médicaux basés sur le Grand Tunis.,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDD,Ariana - Ben Arous - Manouba & Tunis,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/visiteur-pharmaceutique-medical-tunis-284884,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-19_114847.png?itok=flcQs8AX,,,,,,,,,
Emploitunisie,Animatrice - Tunis,GROUPE M&M SANTE - MATERNA,Groupe de sociétés recrute dans le cadre du développement de ses activités 2 Animatrices en pharmacies / parapharmacies,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDD,Ariana - Ben Arous - Manouba & Tunis,Animation Commerciale,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/animatrice-tunis-284885,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-19_114847.png?itok=flcQs8AX,,,,,,,,,
Emploitunisie,Assistante Administrative et Commerciale - Sfax,SRT,"Dans le cadre de développement de notre entreprise, nous sommes à la recherche d'une Assistante Administrative et Commerciale .",Bac+3,N/A,CDI & CDD,Sfax,Achats - Assistanat - Pack Office - POWERPOINT - Secrétariat - Vente - WORD,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/assistante-administrative-commerciale-sfax-284942,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,UI/UX Designer - Fouchana,LRT INNOVATION LABS,"We are looking for an  UI/UX Designer. At LRT Innovation Labs, we’re leading the charge in shaping the future of electric mobility. Our commitment to innovation and sustainability drives us forward, combining the precision of German engineering with a global perspective. As a Tunisian company with international roots, we offer a dynamic work environment that embraces the best of both worlds. Founded by a visionary with deep expertise from a German company established in 1998, we are proud to be Tunisia’s first EV charging infrastructure manufacturer. What You’ll Do: UI/UX Design Design wireframes, user flows, mockups, and polished UI screens. Develop and maintain design systems and style guides...",Bac+5 et plus,N/A,CDI,Ben Arous,Branding - Brochures - Communication - Design - Marketing - UI - UI UX Design - UX,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/uiux-designer-fouchana-284952,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-19_115303.png?itok=PYFD66Ok,,,,,,,,,
Emploitunisie,Responsable de la Facturation - Hammamet,SITPEC,Nous sommes à la recherche d'un  Responsable de la Facturation. Missions : Établissement des factures sur le système ERP Élaboration des programmes de livraisons Suivi des commandes,"Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Nabeul,Comptabilité - Facturation - Finance - Gestion,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-facturation-hammamet-285191,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-18_170054.png?itok=C1Xd0ScW,,,,,,,,,
Emploitunisie,Attaché(e) en Mission Ressources Humaines - Tunis,MAJESTIC PATHWAY,"Dans le cadre du développement de notre département Ressources Humaines, nous recherchons un(e) Attaché(e) en Mission Ressources Humaines passionné(e), organisé(e) et prêt(e) à relever des défis stimulants. Ce poste est une opportunité unique de participer à des projets stratégiques centrés sur le développement humain et l’excellence organisationnelle.","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Tunis,Communication - Développement Humain - Formation,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/attachee-mission-ressources-humaines-tunis-285838,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_103.png?itok=5Cj8-4xP,,,,,,,,,
Emploitunisie,"Assistante Commerciale - Ariana, Sousse, Nabeul",PLATEFORME DU VERRE,"Notre société est à la recherche d'une Assistante Commerciale dans nos points de vente, de formation Marketing ou Technique des ventes ou équivalents, qui possède les qualités nécessaires d'une commerciale à savoir la capacité de convaincre, détection du besoin et finaliser la vente.","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"CDI, CDD & Stage",Ariana - Ben Arous - Kairouan - Manouba - Nabeul - Sousse &...,Communication - Comptabilité - Finance - Gestion - Marketing - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/assistante-commerciale-ariana-sousse-nabeul-285860,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-18_142054.png?itok=PnodyCCa,,,,,,,,,
Emploitunisie,Commercial en Construction Métallique - Mnihla,SCM,"La société SCM recrute un Commercial en Construction Métallique. Missions principales : Prospecter de nouveaux clients et développer le portefeuille existant. Élaborer et présenter des offres commerciales adaptées aux besoins des clients. Suivre les négociations jusqu’à la conclusion des contrats. Assurer une bonne relation après-vente avec les clients. Gérer et animer les pages Facebook, Instagram et autres réseaux sociaux de l’entreprise : Création et publication de contenus attractifs. Réponse aux messages et commentaires. Promotion des projets réalisés par l’entreprise.","Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"CDI, CDD, Intérim, Stage, Freelance, Alternance, Temps partiel & Statutaire",Ariana,Communication - Marketing - Marketing Digital - Négociation - Télémarketing,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/commercial-construction-metallique-mnihla-286050,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Commerciale en Freelance - Tunis,MAISON ET VIE,"Magazine en ligne spécialisé dans la décoration d'intérieur, cherche une Commerciale pour la vente d'offre publicitaire auprès de clients français. Le poste est à pourvoir immédiatement et sera rémunéré avec une partie fixe et une commission.","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,Freelance,Ariana & Tunis,Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/commerciale-freelance-tunis-286128,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-17_184105.png?itok=Pvhk9WXT,,,,,,,,,
Emploitunisie,Business Developer Specialist - Tunis,MAGHREBJET,Nous sommes à la recherche d'un  Business Developer Specialist. Missions : Identifier et prospecter de nouveaux clients / partenaires stratégiques. Élaborer et mettre en œuvre des stratégies de croissance sur de nouveaux marchés. Développer et entretenir un portefeuille clients B2B. Travailler en étroite collaboration avec les équipes opérationnelles.,"Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,Freelance,Tunis & International,Communication - Management - Marketing,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/business-developer-specialist-tunis-286310,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_104.png?itok=_Yw-qTei,,,,,,,,,
Emploitunisie,Agent de Billetterie et Tourisme - Sousse,PROMIA VOYAGES,"PROMIA VOYAGES , agence de voyages dynamique et en pleine croissance, recherche un(e) Agent de Billetterie et Tourisme enthousiaste et passionné(e) du voyage pour rejoindre son équipe. Missions : Accueillir et conseiller la clientèle dans le choix de leur voyage Réserver les vols, les hébergements, les transferts et les activités Établir les devis et factures Assurer le suivi des dossiers clients Promouvoir les offres de l'agence Participer à l'animation commerciale de l'agence","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Sousse,Hôtellerie - Restauration - Tourisme,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/agent-billetterie-tourisme-sousse-286478,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-17_172321.png?itok=ZD4ZZhfj,,,,,,,,,
Emploitunisie,Comptable Expérimenté(e) - Monastir,HATEM ENNOURI,"Dans le cadre de notre développement, notre cabinet comptable spécialisé dans la comptabilité française, situé à Monastir, recrute un(e) Comptable Expérimenté(e) . Missions : Tenue comptable complète de dossiers clients français (PME, professions libérales, etc.) ; Établissement des déclarations fiscales (TVA, IS, etc.) ; Révision des comptes et préparation des bilans ; Communication régulière avec les clients et les experts-comptables en France.","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Monastir,Comptabilité - Finance - Gestion,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/comptable-experimentee-monastir-286955,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Comptable Expérimenté(e) - Sfax,HATEM ENNOURI,"Dans le cadre de notre développement, notre cabinet comptable spécialisé dans la comptabilité française, situé à Sfax, recrute un(e) Comptable Expérimenté(e) . Missions : Tenue comptable complète de dossiers clients français (PME, professions libérales, etc.) ; Établissement des déclarations fiscales (TVA, IS, etc.) ; Révision des comptes et préparation des bilans ; Communication régulière avec les clients et les experts-comptables en France.","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Sfax,Comptabilité - Finance - Gestion,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/comptable-experimentee-sfax-286959,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Modèle pour Shooting des Lunettes - Tunis,RAPH DISTRIBUTION,"Nous recherchons une Modèle  professionnelle pour participer à des séances photo régulières, mettant en avant notre collections des lunettes.","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,Freelance,Ariana - Ben Arous - Manouba & Tunis,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/modele-shooting-lunettes-tunis-287138,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Réceptionniste - Hammem Sousse,STE ESPACE WAHIBA,"Nous sommes à la recherche d'une  Réceptionniste. Missions : Accueillir chaleureusement la clientèle et la conseiller avec professionnalisme Répondre aux appels et gérer les rendez-vous Participer à la gestion du showroom (rangement, mise en valeur des robes, assistance lors des essayages) Veiller à la satisfaction des clientes du début à la fin de leur expérience",Bac+2 & Bac+3,N/A,CDI,Sousse,Accueil - Assistance - Communication - Service Clients,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/receptionniste-hammem-sousse-287394,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-16_160632.png?itok=nKMAE0b6,,,,,,,,,
Emploitunisie,Assistante - Tunis Manar 2,SUFFETULA INFORMATIQUE ET IMPRESSION,Un bureau d'informatique situé à Centre Alissa recrute  deux employés  ayant une  expérience minimale de 6 mois  dans le domaine de l'informatique.,Qualification avant bac & Bac,N/A,CDD,Tunis,Assistanat - Secrétariat - Traitement de Texte,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/assistante-tunis-manar-2-287739,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Assistant(e) Financier(e) - Tunis Manar,ADMISSION,"Nous sommes à la recherche d'une  Assistant(e) Financier(e). Missions : Accueillir les clients et les tiers avec professionnalisme et courtoisie. Faire le suivi des comptes fournisseurs Vérifier les liasses de paiement et enregistrer les opérations financières sur fichier et système. Assurer l’encaissement des services ou produits vendus et les enregistrer sur fichiers et système. Préparer les honoraires des formateurs et assurer suivi des charges fixes Vérifier et préparer l’état journalier et mensuel de la caisse. Préparer les documents administratifs et bancaires nécessaires pour les paiements en devises. Collaborer avec les différentes équipes notamment les équipes Front, planification des...",Bac+3,N/A,CDI,Tunis,Analyse de Trésorerie - Comptabilité - Documents Administratifs - Finance - Gestion - Rapports Financiers - Suivi de la Trésorerie - Trésorerie,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/assistante-financiere-tunis-manar-287760,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-15_180025.png?itok=igjFLmLo,,,,,,,,,
Emploitunisie,Assistant(e) de Direction - Tunis et Sfax,ADMISSION,"Nous sommes à la recherche d'une  Assistant(e) de Direction. Mission Principale Assurer un  soutien stratégique et opérationnel à la direction générale  en centralisant la gestion des priorités et en servant de relais pour l’optimisation des interactions avec les partenaires. Responsabilités Clés Fournir un soutien et une assistance exécutive à la direction générale, avec rigueur diplomatie et discrétion dans La Gestion stratégique et opérationnelle de l’agenda Planifier les réunions (interne/externe), arbitrer les priorités. Gérer le courrier et faire le suivi Préparer les dossiers de briefings, comptes-rendus et assurer le suivi des décisions. Appuyer la gestion de...",Bac+3,N/A,CDI,Sfax & Tunis,Achats - Administration - Comptabilité - Dossiers Administratifs - Finance - Gestion,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/assistante-direction-tunis-sfax-287886,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-15_180025.png?itok=igjFLmLo,,,,,,,,,
Emploitunisie,Comptable Confirmée - à Distance,PERSPECTIVES,"Dans le cadre de notre développement, nous recherchons une  Comptable Confirmée  pour rejoindre notre service administratif et financier. Vous serez rattaché(e) à la direction financière et interviendrez de manière autonome sur l’ensemble des opérations comptables courantes et périodiques.   Missions principales : Tenue de la comptabilité générale et auxiliaire (clients, fournisseurs, trésorerie) Révision des comptes mensuels. Suivi des immobilisations, des règlements et de la trésorerie Suivi et lettrage des comptes Utilisation quotidienne de Sage 100 (obligatoire)","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Tunis,Comptabilité - Comptabilité Générale - Finance - Gestion - Trésorerie,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/comptable-confirmee-distance-287912,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Technicien Supérieur en Mécanique FAO ou CFM - Beni Khiar,MODERNE MACHINES INDUSTRIELLES,Nous sommes à la recherche d'un Technicien Supérieur en Mécanique FAO ou CFM. Responsabilités : Étude faisabilité Conception et développement des solutions sous Solidworks Fabrication des pièces mécaniques sur centre d’usinage numérique Prototypage et test des solutions proposés Validation et génération des plans de fabrication,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 - Bac+5 et plus",N/A,CDD - Stage,Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,Assemblage - Conception de Fabrication - Électromécanique - Fabrication - Fabrication Assistée par Ordinateur - Génie Mécanique - MASTERCAM - Mécatronique - Modélisation - Pièces Mécaniques - Production - Prototypage - Qualité - SOLIDWORKS - Tôlerie - Usinage,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-superieur-mecanique-fao-cfm-beni-khiar-287915,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/images_2.jpeg?itok=bXBNOkI7,,,,,,,,,
Emploitunisie,Chargé Contrôle Qualité - Tunis,RONCEY INTERNATIONAL,"Dans le cadre du développement de notre activité, un laboratoire spécialisé aux fabrication des produits cosmétiques recrute Chargé Contrôle Qualité des produits cosmétiques. Vous veillez à la conformité des matières premières, des produits semi-finis et finis, dans le respect des normes en vigueur (ISO 22716, BPF, ISO 9001). Missions principales: Réaliser les contrôles qualité sur les matières premières, produits en cours de fabrication et produits finis Vérifier la conformité des produits selon les spécifications techniques et les référentiels qualité Participer à la rédaction et à la mise à jour des documents qualité (procédures, modes opératoires, fiches de contrôle) Identifier, signaler et suivre les...","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Tunis,Biochimie - Bonnes Pratiques de Fabrication - BPF - Fabrication - Maintenance - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/charge-controle-qualite-tunis-288437,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,DevOps Observability Engineer - Tunis,COLLABORATION BETTERS THE WORLD TN,"Overview: At CBTW (Collaboration Betters The World), collaboration is the cornerstone of innovation and success, and the foundation of everything we implement. Present in more than 20 countries and 35 cities, we combine global expertise with a deep deep understanding of local challenges, helping our clients achieve impactful results.  Our mission is to transform businesses and communities for a better world by offering tech and business solutions. We achieve this through the expertise of our 9 service lines, working closely with our clients to unlock their potential. We’re looking for a DevOps Observability Engineer to join our Monitoring team, with a focus on managing Datadog observability and...",Bac+5 et plus,N/A,CDI,Tunis,ITSM - LINUX - Monitoring - SERVICENOW,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/devops-observability-engineer-tunis-288577,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logomark_classic.png?itok=vMpA229v,,,,,,,,,
Emploitunisie,Technicien Électricité – Maintenance Transformateurs et Condensateurs - Ariana,ST3E,"La société ST3E recrute un  Technicien Supérieur en Électricité pour assurer l’entretien des équipements électrotechniques industriels. Vous serez en charge des opérations de maintenance préventive et corrective sur les transformateurs, batteries, condensateurs et autres équipements basse tension. Missions principales : Maintenance préventive et curative des installations Diagnostic de pannes et intervention sur site Essais, contrôles et mise en service des équipements Rédaction de rapports techniques et suivi des interventions","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"CDI, CDD, Intérim, Stage, Freelance, Alternance, Temps partiel & Statutaire",Ariana - Ben Arous - Manouba & Tunis,Entretien - Maintenance - Maintenance Préventive - Production - Qualité - Rédaction - Sécurité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-electricite-maintenance-transformateurs-condensateurs-ariana-289268,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-11_170829.png?itok=JMbuTWse,,,,,,,,,
Emploitunisie,Technicien de Maintenance - Zi Mghira Fouchana,ETS SIALA FRERES,technicien de maintenance électrique,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Ben Arous,Automatisme - Électricité Industrielle - Électromécanique - Électrotechnique - Hydraulique - Maintenance - Maintenance Électrique - Maintenance Industrielle - Maintenance Préventive - Mécanique Hydraulique - Plans Électriques - Pneumatique - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-maintenance-zi-mghira-fouchana-289368,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-11_171102.png?itok=X-6hMsZa,,,,,,,,,
Emploitunisie,Enseignant(e) de Français - Manouba,CANADIAN INTERNATIONAL SCHOOL OF TUNIS,"La Canadian International School of Tunis, établissement scolaire international basé sur le programme canadien du Nouveau-Brunswick, recherche un(e) Enseignant(e) de Français passionné(e) et expérimenté(e) pour rejoindre son équipe pédagogique dès la rentrée 2025-2026. Le poste est ouvert pour les niveaux primaire et secondaire . Vous aurez pour mission de transmettre le goût de la langue française, de la lecture et de l’écriture, tout en accompagnant les élèves dans leur progression scolaire.",Bac+4 & Bac+5 et plus,N/A,CDI & CDD,Ariana - Bizerte - Manouba - Nabeul & Tunis,Enseignement - Pédagogie,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/enseignante-francais-manouba-289487,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/cis_logo_1.png?itok=T8d4pqzG,,,,,,,,,
Emploitunisie,Enseignant(e) de Mathématiques - Manouba,CANADIAN INTERNATIONAL SCHOOL OF TUNIS,"Dans le cadre de son développement, la Canadian International School of Tunis recherche un(e) Enseignant(e) de Mathématiques qualifié(e) pour les niveaux primaire et secondaire , à compter de la rentrée 2025-2026. L’objectif est de faire des mathématiques une matière vivante, logique et accessible à tous, grâce à des approches pédagogiques modernes et différenciées.",Bac+4 & Bac+5 et plus,N/A,CDI & CDD,Ariana - Bizerte - Manouba - Nabeul & Tunis,Enseignement,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/enseignante-mathematiques-manouba-289490,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/cis_logo_1.png?itok=T8d4pqzG,,,,,,,,,
Emploitunisie,Couturière Confirmée - Bouhjar,SARL DINOTEX,Société de confection loi 72 recherche des  Couturières Confirmées.,Qualification avant bac,N/A,CDI,Monastir,Confection - Maintenance - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/couturiere-confirmee-bouhjar-289494,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-11_163630.png?itok=rRsDinhm,,,,,,,,,
Emploitunisie,Comptable - Manouba,COMPTACOM,Nous sommes à la recherche d'un Comptable.,Bac+2 & Bac+3,N/A,CDI & Stage,Ariana - Manouba & Tunis,Finance - Gestion,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/comptable-manouba-289520,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-11_165340.png?itok=DL16OBmo,,,,,,,,,
Emploitunisie,Responsable Magasin Plateforme de Confection de l´Habillement - Monastir,EPIC,Société de confection  EPIC sise à Monastir recrute dans le cadre de son développement 1 Responsable Magasin Plateforme de Confection de l'Habillement expérimenté pour un poste à responsabilité stable et d’avenir.,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Monastir,Confection - Maintenance - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-magasin-plateforme-confection-habillement-monastir-289579,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Agent Immobilier - Ain Zaghouan Nord,LE CARRE 9,"Dans le cadre de notre développement de notre agence,  Lecarre 9 recrute  Agent Immobilier e xpérimenté(e) pour renforcer notre équipe. Qui prend en charge les taches suivantes : La prospection sur terrain pour avoir des nouveaux biens ; développer un portefeuille de prospects. Présenter les biens aux clients, négocie les prix avec les clients. Gérer et suivre son portefeuille clients. Analyser et comprendre le besoin des clients et leur proposer les biens qui sont adaptée à leur demande. Accompagner les clients dans leur démarche de location/ Achat.","Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Tunis,Prospection - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/agent-immobilier-ain-zaghouan-nord-290109,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/lo_go.png?itok=ra07QpO5,,,,,,,,,
